"wz11cd","lsoa11cd","msoa11cd","date","Welsh Language Skills: All categories: All usual residents (Workplace population); measures: Value","Welsh Language Skills: No skills in Welsh; measures: Value","Welsh Language Skills: Can understand spoken Welsh only; measures: Value","Welsh Language Skills: Can speak Welsh: Total; measures: Value","Welsh Language Skills: Can speak but cannot read or write Welsh; measures: Value","Welsh Language Skills: Can speak and read but cannot write Welsh; measures: Value","Welsh Language Skills: Can speak, read and write Welsh; measures: Value","Welsh Language Skills: Can speak and other combinations of skills in Welsh; measures: Value","Welsh Language Skills: Can read but cannot speak or write Welsh; measures: Value","Welsh Language Skills: Can read and write but cannot speak Welsh; measures: Value","Welsh Language Skills: Can write but cannot speak or read Welsh; measures: Value","Welsh Language Skills: Works in Wales but lives in England; measures: Value"
"E33020153","E01009486","E02001870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020153","E01009480","E02001870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020154","E01009091","E02001871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020154","E01009088","E02001871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020154","E01009305","E02001871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020154","E01009307","E02001871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020155","E01009091","E02001871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020155","E01009305","E02001871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020155","E01009307","E02001871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020155","E01009309","E02001871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020156","E01009310","E02001872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020156","E01009308","E02001872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020156","E01009306","E02001872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020157","E01009306","E02001872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020157","E01009310","E02001872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020157","E01009304","E02001872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020158","E01009304","E02001872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020158","E01009310","E02001872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020159","E01009358","E02001873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020159","E01009359","E02001873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020160","E01009359","E02001873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020161","E01009348","E02001873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020161","E01009360","E02001873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020162","E01009361","E02001873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020162","E01009360","E02001873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020163","E01009358","E02001873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020164","E01009348","E02001873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020165","E01009484","E02001874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020165","E01009485","E02001874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020166","E01009482","E02001874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020166","E01009479","E02001874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020167","E01009478","E02001874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020167","E01009479","E02001874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020167","E01009484","E02001874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020168","E01009347","E02001875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020169","E01033559","E02001875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020170","E01009347","E02001875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020171","E01033638","E02001875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020171","E01008906","E02001875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020172","E01033638","E02001875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020172","E01033559","E02001875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020172","E01008911","E02001875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020173","E01008913","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020174","E01008913","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020175","E01008914","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020176","E01008910","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020177","E01033617","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020177","E01008914","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020178","E01008914","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020179","E01033561","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020180","E01008914","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020181","E01009194","E02001877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020182","E01009489","E02001877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020183","E01009194","E02001877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020183","E01009491","E02001877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020184","E01009483","E02001877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020184","E01009489","E02001877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020185","E01009488","E02001877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020185","E01009491","E02001877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020186","E01009199","E02001878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020187","E01009192","E02001878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020188","E01033644","E02001878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020189","E01009192","E02001878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020189","E01033644","E02001878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020190","E01009204","E02001878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020191","E01009346","E02001879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020191","E01009345","E02001879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020192","E01009345","E02001879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020193","E01009153","E02001879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020194","E01009152","E02001879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020194","E01009153","E02001879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020195","E01009152","E02001879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020195","E01009151","E02001879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020196","E01009311","E02001880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020196","E01009298","E02001880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020196","E01009094","E02001880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020196","E01009093","E02001880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020197","E01009092","E02001880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020197","E01009094","E02001880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020197","E01009093","E02001880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020198","E01009511","E02001880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020198","E01009298","E02001880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020199","E01009477","E02001881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020199","E01009492","E02001881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020199","E01009475","E02001881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020200","E01009476","E02001881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020201","E01009490","E02001881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020202","E01009476","E02001881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020202","E01009475","E02001881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020202","E01009477","E02001881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020203","E01009095","E02001882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020204","E01009508","E02001882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020204","E01009510","E02001882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020204","E01009509","E02001882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020205","E01009507","E02001882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020205","E01009509","E02001882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020206","E01009507","E02001882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020206","E01009095","E02001882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020207","E01009510","E02001882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020207","E01009509","E02001882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020208","E01009300","E02001883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020209","E01009301","E02001883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020209","E01009300","E02001883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020209","E01009297","E02001883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020209","E01009303","E02001883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020210","E01009297","E02001883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020210","E01009300","E02001883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020211","E01009299","E02001883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020211","E01009303","E02001883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020212","E01009301","E02001883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020212","E01009303","E02001883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020213","E01009195","E02001884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020213","E01009197","E02001884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020214","E01009198","E02001884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020215","E01033649","E02001884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020215","E01033647","E02001884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020216","E01009140","E02001886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020216","E01009145","E02001886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020217","E01009147","E02001886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020217","E01009139","E02001886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020217","E01009138","E02001886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020218","E01009145","E02001886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020218","E01009147","E02001886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020219","E01009147","E02001886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020219","E01009138","E02001886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020220","E01009138","E02001886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020220","E01009139","E02001886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020221","E01009140","E02001886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020222","E01009140","E02001886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020223","E01009517","E02001888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020223","E01009512","E02001888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020224","E01009517","E02001888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020224","E01009516","E02001888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020224","E01009514","E02001888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020225","E01009516","E02001888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020225","E01009514","E02001888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020226","E01033642","E02001889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020226","E01009325","E02001889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020226","E01009343","E02001889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020226","E01009342","E02001889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020227","E01009343","E02001889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020227","E01009342","E02001889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020228","E01008990","E02001890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020228","E01008991","E02001890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020228","E01008988","E02001890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020229","E01008989","E02001890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020229","E01008991","E02001890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020230","E01008990","E02001890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020231","E01008987","E02001890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020231","E01008988","E02001890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020232","E01008988","E02001890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020232","E01008986","E02001890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020233","E01008987","E02001890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020234","E01008989","E02001890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020234","E01008986","E02001890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020235","E01009326","E02001892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020235","E01008898","E02001892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020236","E01009513","E02001892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020237","E01008896","E02001892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020237","E01009513","E02001892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020237","E01009341","E02001892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020238","E01008882","E02001892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020238","E01008898","E02001892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020239","E01009515","E02001893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020239","E01009518","E02001893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020240","E01008881","E02001893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020240","E01008897","E02001893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020241","E01008881","E02001893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020242","E01009521","E02001893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020242","E01009518","E02001893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020243","E01009323","E02001895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020243","E01009322","E02001895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020243","E01009321","E02001895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020244","E01009302","E02001895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020245","E01009314","E02001895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020245","E01009323","E02001895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020245","E01009322","E02001895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020246","E01009338","E02001896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020246","E01009337","E02001896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020247","E01009380","E02001896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020248","E01009334","E02001896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020248","E01009337","E02001896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020248","E01009329","E02001896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020249","E01009362","E02001897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020250","E01009365","E02001897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020250","E01009364","E02001897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020251","E01009365","E02001897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020252","E01009363","E02001897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020253","E01009379","E02001897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020254","E01009363","E02001897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020254","E01009379","E02001897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020255","E01009362","E02001897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020255","E01009364","E02001897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020256","E01009312","E02001898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020256","E01009324","E02001898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020257","E01009312","E02001898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020257","E01009520","E02001898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020257","E01009519","E02001898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020258","E01009260","E02001899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020258","E01009252","E02001899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020259","E01009066","E02001899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020260","E01009260","E02001899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020260","E01009252","E02001899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020261","E01009261","E02001899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020262","E01009252","E02001899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020262","E01009070","E02001899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020263","E01008994","E02001900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020263","E01008997","E02001900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020264","E01008994","E02001900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020265","E01008996","E02001900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020265","E01008984","E02001900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020266","E01009072","E02001901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020267","E01009068","E02001901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020267","E01009067","E02001901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020268","E01009065","E02001901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020268","E01009067","E02001901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020268","E01009069","E02001901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020269","E01009069","E02001901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020270","E01009068","E02001901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020270","E01009069","E02001901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020271","E01009065","E02001901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020272","E01009068","E02001901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020273","E01008886","E02001902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020273","E01008885","E02001902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020273","E01008888","E02001902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020274","E01008886","E02001902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020274","E01008885","E02001902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020275","E01009313","E02001902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020276","E01009368","E02001903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020276","E01009371","E02001903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020277","E01009368","E02001903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020277","E01033650","E02001903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020278","E01033650","E02001903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020279","E01009397","E02001903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020280","E01009371","E02001903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020281","E01008883","E02001904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020281","E01008884","E02001904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020282","E01008884","E02001904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020283","E01008889","E02001904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020284","E01008883","E02001904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020284","E01008887","E02001904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020285","E01008887","E02001904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020286","E01008992","E02001905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020287","E01009283","E02001905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020288","E01008992","E02001905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020288","E01033631","E02001905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020289","E01033631","E02001905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
