"wz11cd","lsoa11cd","msoa11cd","date","NS-SeC: All categories: NS-SeC; measures: Value","NS-SeC: 1. Higher managerial, administrative and professional occupations; measures: Value","NS-SeC: 1.1 Large employers and higher managerial and administrative occupations; measures: Value","NS-SeC: L1 Employers in large establishments; measures: Value","NS-SeC: L2 Higher managerial and administrative occupations; measures: Value","NS-SeC: 1.2 Higher professional occupations; measures: Value","NS-SeC: L3.1 Traditional employees; measures: Value","NS-SeC: L3.2 New employees; measures: Value","NS-SeC: L3.3 Traditional self-employed; measures: Value","NS-SeC: L3.4 New self-employed; measures: Value","NS-SeC: 2. Lower managerial, administrative and professional occupations; measures: Value","NS-SeC: L4 Lower professional and higher technical occupations; measures: Value","NS-SeC: L4.1 Traditional employees; measures: Value","NS-SeC: L4.2 New employees; measures: Value","NS-SeC: L4.3 Traditional self-employed; measures: Value","NS-SeC: L4.4 New self-employed; measures: Value","NS-SeC: L5 Lower managerial and administrative occupations; measures: Value","NS-SeC: L6 Higher supervisory occupations; measures: Value","NS-SeC: 3. Intermediate occupations; measures: Value","NS-SeC: L7.1 Intermediate clerical and administrative occupations; measures: Value","NS-SeC: L7.2 Intermediate sales and service occupations; measures: Value","NS-SeC: L7.3 Intermediate technical and auxiliary occupations; measures: Value","NS-SeC: L7.4 Intermediate engineering occupations; measures: Value","NS-SeC: 4. Small employers and own account workers; measures: Value","NS-SeC: L8 Employers in small establishments; measures: Value","NS-SeC: L8.1 Employers in small establishments in industry, commerce, services etc.; measures: Value","NS-SeC: L8.2 Employers in small establishments in agriculture; measures: Value","NS-SeC: L9 Own account workers; measures: Value","NS-SeC: L9.1 Own account workers (non-professional); measures: Value","NS-SeC: L9.2 Own account workers (agriculture); measures: Value","NS-SeC: 5. Lower supervisory and technical occupations; measures: Value","NS-SeC: L10 Lower supervisory occupations; measures: Value","NS-SeC: L11 Lower technical occupations; measures: Value","NS-SeC: L11.1 Lower technical craft occupations; measures: Value","NS-SeC: L11.2 Lower technical process operative occupations; measures: Value","NS-SeC: 6. Semi-routine occupations; measures: Value","NS-SeC: L12.1 Semi-routine sales occupations; measures: Value","NS-SeC: L12.2 Semi-routine service occupations; measures: Value","NS-SeC: L12.3 Semi-routine technical occupations; measures: Value","NS-SeC: L12.4 Semi-routine operative occupations; measures: Value","NS-SeC: L12.5 Semi-routine agricultural occupations; measures: Value","NS-SeC: L12.6 Semi-routine clerical occupations; measures: Value","NS-SeC: L12.7 Semi-routine childcare occupations; measures: Value","NS-SeC: 7. Routine occupations; measures: Value","NS-SeC: L13.1 Routine sales and service occupations; measures: Value","NS-SeC: L13.2 Routine production occupations; measures: Value","NS-SeC: L13.3 Routine technical occupations; measures: Value","NS-SeC: L13.4 Routine operative occupations; measures: Value","NS-SeC: L13.5 Routine agricultural occupations; measures: Value","NS-SeC: L15 Full-time students; measures: Value"
"E33020359","E01009044","E02001923",2011,296,20,8,0,8,12,6,4,2,0,45,24,10,3,8,3,20,1,22,14,5,1,2,66,11,10,1,55,55,0,38,20,18,17,1,64,7,28,0,26,2,1,0,32,2,5,18,7,0,9
"E33020359","E01009045","E02001923",2011,296,20,8,0,8,12,6,4,2,0,45,24,10,3,8,3,20,1,22,14,5,1,2,66,11,10,1,55,55,0,38,20,18,17,1,64,7,28,0,26,2,1,0,32,2,5,18,7,0,9
"E33020360","E01009017","E02001923",2011,434,35,6,0,6,29,8,9,10,2,103,72,54,7,9,2,17,14,61,15,37,4,5,88,19,19,0,69,69,0,31,16,15,14,1,60,9,39,2,3,2,5,0,45,14,7,7,17,0,11
"E33020360","E01009043","E02001923",2011,434,35,6,0,6,29,8,9,10,2,103,72,54,7,9,2,17,14,61,15,37,4,5,88,19,19,0,69,69,0,31,16,15,14,1,60,9,39,2,3,2,5,0,45,14,7,7,17,0,11
"E33020361","E01009045","E02001923",2011,593,69,13,0,13,56,28,7,21,0,132,76,69,2,4,1,26,30,89,58,19,11,1,64,27,27,0,37,37,0,31,22,9,9,0,135,37,55,4,0,0,39,0,41,21,5,10,5,0,32
"E33020361","E01009043","E02001923",2011,593,69,13,0,13,56,28,7,21,0,132,76,69,2,4,1,26,30,89,58,19,11,1,64,27,27,0,37,37,0,31,22,9,9,0,135,37,55,4,0,0,39,0,41,21,5,10,5,0,32
"E33020362","E01009046","E02001923",2011,570,216,25,0,25,191,112,69,4,6,79,59,43,8,8,0,12,8,53,30,3,9,11,45,10,10,0,35,35,0,55,19,36,32,4,85,0,24,2,53,0,5,1,25,4,3,7,11,0,12
"E33020362","E01009045","E02001923",2011,570,216,25,0,25,191,112,69,4,6,79,59,43,8,8,0,12,8,53,30,3,9,11,45,10,10,0,35,35,0,55,19,36,32,4,85,0,24,2,53,0,5,1,25,4,3,7,11,0,12
"E33020362","E01009043","E02001923",2011,570,216,25,0,25,191,112,69,4,6,79,59,43,8,8,0,12,8,53,30,3,9,11,45,10,10,0,35,35,0,55,19,36,32,4,85,0,24,2,53,0,5,1,25,4,3,7,11,0,12
"E33020363","E01009395","E02001923",2011,501,44,4,0,4,40,28,3,5,4,194,171,150,4,17,0,16,7,61,24,30,6,1,59,8,8,0,51,51,0,12,9,3,3,0,79,10,50,1,4,0,9,5,34,16,0,3,15,0,18
"E33020363","E01009045","E02001923",2011,501,44,4,0,4,40,28,3,5,4,194,171,150,4,17,0,16,7,61,24,30,6,1,59,8,8,0,51,51,0,12,9,3,3,0,79,10,50,1,4,0,9,5,34,16,0,3,15,0,18
"E33020364","E01009046","E02001923",2011,395,41,2,0,2,39,15,10,10,4,127,107,94,1,9,3,12,8,63,19,29,15,0,48,6,6,0,42,42,0,14,11,3,3,0,41,19,16,1,3,0,1,1,45,18,1,8,18,0,16
"E33020365","E01009022","E02001924",2011,412,40,10,0,10,30,10,5,12,3,83,58,35,5,9,9,23,2,57,41,10,2,4,115,24,24,0,91,88,3,29,15,14,14,0,43,10,18,3,4,0,7,1,34,11,3,6,14,0,11
"E33020365","E01009030","E02001924",2011,412,40,10,0,10,30,10,5,12,3,83,58,35,5,9,9,23,2,57,41,10,2,4,115,24,24,0,91,88,3,29,15,14,14,0,43,10,18,3,4,0,7,1,34,11,3,6,14,0,11
"E33020365","E01009023","E02001924",2011,412,40,10,0,10,30,10,5,12,3,83,58,35,5,9,9,23,2,57,41,10,2,4,115,24,24,0,91,88,3,29,15,14,14,0,43,10,18,3,4,0,7,1,34,11,3,6,14,0,11
"E33020366","E01009016","E02001924",2011,274,20,1,0,1,19,12,4,3,0,79,67,64,0,2,1,9,3,23,11,10,1,1,53,15,15,0,38,38,0,25,13,12,11,1,39,11,16,2,1,0,3,6,26,8,1,4,13,0,9
"E33020366","E01009022","E02001924",2011,274,20,1,0,1,19,12,4,3,0,79,67,64,0,2,1,9,3,23,11,10,1,1,53,15,15,0,38,38,0,25,13,12,11,1,39,11,16,2,1,0,3,6,26,8,1,4,13,0,9
"E33020367","E01009016","E02001924",2011,262,56,13,0,13,43,27,11,4,1,45,26,21,2,2,1,11,8,23,9,8,0,6,31,3,3,0,28,25,3,32,11,21,18,3,38,3,13,6,10,0,6,0,32,5,1,12,14,0,5
"E33020368","E01009022","E02001924",2011,430,49,7,0,7,42,21,12,9,0,139,114,104,2,5,3,18,7,54,24,29,0,1,64,14,14,0,50,50,0,21,9,12,11,1,53,3,38,1,1,0,8,2,39,14,2,5,18,0,11
"E33020368","E01009023","E02001924",2011,430,49,7,0,7,42,21,12,9,0,139,114,104,2,5,3,18,7,54,24,29,0,1,64,14,14,0,50,50,0,21,9,12,11,1,53,3,38,1,1,0,8,2,39,14,2,5,18,0,11
"E33020369","E01009294","E02001925",2011,347,44,6,0,6,38,17,8,11,2,91,80,50,6,19,5,7,4,38,24,8,3,3,74,14,14,0,60,59,1,20,9,11,11,0,41,5,17,3,6,0,7,3,19,2,1,6,10,0,20
"E33020369","E01009295","E02001925",2011,347,44,6,0,6,38,17,8,11,2,91,80,50,6,19,5,7,4,38,24,8,3,3,74,14,14,0,60,59,1,20,9,11,11,0,41,5,17,3,6,0,7,3,19,2,1,6,10,0,20
"E33020369","E01009292","E02001925",2011,347,44,6,0,6,38,17,8,11,2,91,80,50,6,19,5,7,4,38,24,8,3,3,74,14,14,0,60,59,1,20,9,11,11,0,41,5,17,3,6,0,7,3,19,2,1,6,10,0,20
"E33020370","E01009281","E02001925",2011,482,58,13,0,13,45,37,6,2,0,134,100,84,8,8,0,22,12,64,31,22,10,1,22,4,4,0,18,18,0,28,19,9,9,0,116,4,103,2,2,0,5,0,32,2,3,1,26,0,28
"E33020371","E01009294","E02001925",2011,315,36,7,0,7,29,17,4,7,1,127,102,56,10,33,3,18,7,38,17,14,6,1,50,4,4,0,46,46,0,14,8,6,6,0,33,1,26,1,0,0,5,0,12,2,1,2,7,0,5
"E33020372","E01009295","E02001925",2011,270,36,12,0,12,24,6,11,6,1,53,45,37,0,6,2,5,3,24,13,6,4,1,22,7,7,0,15,15,0,14,13,1,1,0,68,10,53,0,0,0,3,2,24,11,1,4,8,0,29
"E33020373","E01009280","E02001926",2011,573,178,18,0,18,160,23,129,6,2,213,180,125,47,7,1,22,11,72,34,22,2,14,32,5,5,0,27,27,0,17,8,9,7,2,22,2,10,0,0,0,3,7,19,5,1,4,9,0,20
"E33020373","E01009282","E02001926",2011,573,178,18,0,18,160,23,129,6,2,213,180,125,47,7,1,22,11,72,34,22,2,14,32,5,5,0,27,27,0,17,8,9,7,2,22,2,10,0,0,0,3,7,19,5,1,4,9,0,20
"E33020374","E01009293","E02001926",2011,282,18,1,0,1,17,8,6,2,1,118,103,81,3,16,3,8,7,18,9,7,2,0,62,7,7,0,55,55,0,8,7,1,1,0,14,1,6,1,3,0,2,1,17,5,2,2,8,0,27
"E33020374","E01009282","E02001926",2011,282,18,1,0,1,17,8,6,2,1,118,103,81,3,16,3,8,7,18,9,7,2,0,62,7,7,0,55,55,0,8,7,1,1,0,14,1,6,1,3,0,2,1,17,5,2,2,8,0,27
"E33020375","E01009288","E02001926",2011,352,48,1,0,1,47,30,3,12,2,77,54,46,1,7,0,20,3,24,14,1,9,0,28,8,8,0,20,20,0,17,14,3,2,1,101,2,93,1,2,0,3,0,38,6,5,2,25,0,19
"E33020376","E01009288","E02001926",2011,431,18,3,0,3,15,8,2,3,2,143,117,96,1,20,0,20,6,62,13,43,5,1,37,8,8,0,29,28,1,19,15,4,4,0,89,16,46,12,5,0,9,1,37,14,1,7,15,0,26
"E33020376","E01009296","E02001926",2011,431,18,3,0,3,15,8,2,3,2,143,117,96,1,20,0,20,6,62,13,43,5,1,37,8,8,0,29,28,1,19,15,4,4,0,89,16,46,12,5,0,9,1,37,14,1,7,15,0,26
"E33020377","E01009282","E02001926",2011,456,54,10,0,10,44,39,3,2,0,159,119,116,1,1,1,22,18,93,35,6,52,0,22,8,8,0,14,14,0,21,9,12,10,2,53,20,23,0,1,0,9,0,29,4,1,7,16,1,25
"E33020378","E01009505","E02001927",2011,419,33,5,0,5,28,24,2,2,0,181,161,149,4,5,3,14,6,48,11,33,4,0,33,1,1,0,32,32,0,21,16,5,5,0,49,1,38,0,0,0,4,6,48,24,2,2,20,0,6
"E33020378","E01009501","E02001927",2011,419,33,5,0,5,28,24,2,2,0,181,161,149,4,5,3,14,6,48,11,33,4,0,33,1,1,0,32,32,0,21,16,5,5,0,49,1,38,0,0,0,4,6,48,24,2,2,20,0,6
"E33020379","E01009501","E02001927",2011,365,14,5,0,5,9,7,1,1,0,101,37,26,1,10,0,45,19,45,24,18,3,0,50,21,21,0,29,27,2,33,22,11,11,0,79,53,21,1,2,0,1,1,26,4,0,10,12,0,17
"E33020379","E01009502","E02001927",2011,365,14,5,0,5,9,7,1,1,0,101,37,26,1,10,0,45,19,45,24,18,3,0,50,21,21,0,29,27,2,33,22,11,11,0,79,53,21,1,2,0,1,1,26,4,0,10,12,0,17
"E33020380","E01009501","E02001927",2011,311,26,1,0,1,25,9,6,9,1,82,61,57,1,3,0,14,7,54,21,29,4,0,57,10,10,0,47,47,0,9,7,2,2,0,31,6,14,2,3,0,5,1,38,14,1,7,16,0,14
"E33020380","E01009503","E02001927",2011,311,26,1,0,1,25,9,6,9,1,82,61,57,1,3,0,14,7,54,21,29,4,0,57,10,10,0,47,47,0,9,7,2,2,0,31,6,14,2,3,0,5,1,38,14,1,7,16,0,14
"E33020380","E01009502","E02001927",2011,311,26,1,0,1,25,9,6,9,1,82,61,57,1,3,0,14,7,54,21,29,4,0,57,10,10,0,47,47,0,9,7,2,2,0,31,6,14,2,3,0,5,1,38,14,1,7,16,0,14
"E33020381","E01009502","E02001927",2011,328,22,5,0,5,17,7,5,2,3,55,29,21,4,4,0,18,8,27,16,4,3,4,71,13,13,0,58,58,0,27,17,10,9,1,64,9,42,1,6,0,6,0,53,10,8,3,31,1,9
"E33020381","E01008924","E02001927",2011,328,22,5,0,5,17,7,5,2,3,55,29,21,4,4,0,18,8,27,16,4,3,4,71,13,13,0,58,58,0,27,17,10,9,1,64,9,42,1,6,0,6,0,53,10,8,3,31,1,9
"E33020382","E01008923","E02001928",2011,279,14,1,0,1,13,4,0,9,0,58,41,31,3,6,1,10,7,37,16,13,6,2,46,10,10,0,36,36,0,22,18,4,4,0,60,23,30,0,0,0,7,0,28,10,0,4,14,0,14
"E33020382","E01008928","E02001928",2011,279,14,1,0,1,13,4,0,9,0,58,41,31,3,6,1,10,7,37,16,13,6,2,46,10,10,0,36,36,0,22,18,4,4,0,60,23,30,0,0,0,7,0,28,10,0,4,14,0,14
"E33020383","E01008917","E02001928",2011,809,59,21,1,20,38,21,9,6,2,237,168,130,13,20,5,56,13,99,48,40,7,4,117,18,18,0,99,99,0,47,25,22,20,2,114,15,20,19,47,0,9,4,123,20,1,54,48,0,13
"E33020383","E01008923","E02001928",2011,809,59,21,1,20,38,21,9,6,2,237,168,130,13,20,5,56,13,99,48,40,7,4,117,18,18,0,99,99,0,47,25,22,20,2,114,15,20,19,47,0,9,4,123,20,1,54,48,0,13
"E33020383","E01008925","E02001928",2011,809,59,21,1,20,38,21,9,6,2,237,168,130,13,20,5,56,13,99,48,40,7,4,117,18,18,0,99,99,0,47,25,22,20,2,114,15,20,19,47,0,9,4,123,20,1,54,48,0,13
"E33020383","E01008927","E02001928",2011,809,59,21,1,20,38,21,9,6,2,237,168,130,13,20,5,56,13,99,48,40,7,4,117,18,18,0,99,99,0,47,25,22,20,2,114,15,20,19,47,0,9,4,123,20,1,54,48,0,13
"E33020384","E01009024","E02001929",2011,506,24,2,0,2,22,9,5,5,3,90,66,48,7,8,3,15,9,52,22,27,1,2,162,25,25,0,137,136,1,29,16,13,11,2,79,12,56,2,4,0,0,5,57,14,4,15,24,0,13
"E33020384","E01009025","E02001929",2011,506,24,2,0,2,22,9,5,5,3,90,66,48,7,8,3,15,9,52,22,27,1,2,162,25,25,0,137,136,1,29,16,13,11,2,79,12,56,2,4,0,0,5,57,14,4,15,24,0,13
"E33020384","E01009019","E02001929",2011,506,24,2,0,2,22,9,5,5,3,90,66,48,7,8,3,15,9,52,22,27,1,2,162,25,25,0,137,136,1,29,16,13,11,2,79,12,56,2,4,0,0,5,57,14,4,15,24,0,13
"E33020384","E01009033","E02001929",2011,506,24,2,0,2,22,9,5,5,3,90,66,48,7,8,3,15,9,52,22,27,1,2,162,25,25,0,137,136,1,29,16,13,11,2,79,12,56,2,4,0,0,5,57,14,4,15,24,0,13
"E33020385","E01009021","E02001929",2011,366,27,3,0,3,24,10,9,4,1,75,57,49,3,4,1,11,7,63,14,45,1,3,91,16,16,0,75,75,0,19,9,10,9,1,46,10,23,1,4,0,5,3,36,10,0,11,15,0,9
"E33020385","E01009019","E02001929",2011,366,27,3,0,3,24,10,9,4,1,75,57,49,3,4,1,11,7,63,14,45,1,3,91,16,16,0,75,75,0,19,9,10,9,1,46,10,23,1,4,0,5,3,36,10,0,11,15,0,9
"E33020385","E01009020","E02001929",2011,366,27,3,0,3,24,10,9,4,1,75,57,49,3,4,1,11,7,63,14,45,1,3,91,16,16,0,75,75,0,19,9,10,9,1,46,10,23,1,4,0,5,3,36,10,0,11,15,0,9
"E33020385","E01009025","E02001929",2011,366,27,3,0,3,24,10,9,4,1,75,57,49,3,4,1,11,7,63,14,45,1,3,91,16,16,0,75,75,0,19,9,10,9,1,46,10,23,1,4,0,5,3,36,10,0,11,15,0,9
"E33020386","E01009179","E02001930",2011,572,37,4,0,4,33,17,8,6,2,263,228,207,5,16,0,14,21,92,24,64,1,3,57,5,5,0,52,48,4,21,15,6,6,0,35,2,21,1,1,0,6,4,57,26,3,5,23,0,10
"E33020387","E01009189","E02001930",2011,301,34,4,0,4,30,7,7,12,4,110,87,28,6,49,4,16,7,21,13,2,5,1,68,6,6,0,62,62,0,20,9,11,11,0,22,6,9,1,2,0,2,2,12,3,2,5,2,0,14
"E33020387","E01009175","E02001930",2011,301,34,4,0,4,30,7,7,12,4,110,87,28,6,49,4,16,7,21,13,2,5,1,68,6,6,0,62,62,0,20,9,11,11,0,22,6,9,1,2,0,2,2,12,3,2,5,2,0,14
"E33020388","E01009178","E02001930",2011,481,38,6,0,6,32,14,10,6,2,131,92,32,4,52,4,24,15,33,21,6,4,2,110,26,25,1,84,84,0,36,19,17,17,0,82,44,21,3,8,0,5,1,34,16,1,6,11,0,17
"E33020388","E01009177","E02001930",2011,481,38,6,0,6,32,14,10,6,2,131,92,32,4,52,4,24,15,33,21,6,4,2,110,26,25,1,84,84,0,36,19,17,17,0,82,44,21,3,8,0,5,1,34,16,1,6,11,0,17
"E33020389","E01009175","E02001930",2011,801,37,12,0,12,25,13,6,3,3,273,183,151,9,20,3,61,29,130,108,19,3,0,43,18,18,0,25,25,0,47,32,15,14,1,149,60,72,1,3,0,10,3,61,28,4,8,21,0,61
"E33020390","E01009176","E02001931",2011,261,26,4,0,4,22,11,4,7,0,76,60,41,3,16,0,10,6,32,13,18,1,0,51,5,5,0,46,46,0,16,9,7,7,0,25,6,15,1,1,0,0,2,29,17,1,6,5,0,6
"E33020391","E01009031","E02001931",2011,407,33,3,0,3,30,12,5,11,2,104,81,53,7,17,4,17,6,57,29,26,1,1,60,16,16,0,44,44,0,26,16,10,10,0,68,21,30,0,4,1,8,4,52,20,1,16,13,2,7
"E33020392","E01009037","E02001931",2011,266,28,5,0,5,23,10,4,8,1,40,29,12,4,11,2,9,2,18,11,3,3,1,72,14,14,0,58,58,0,12,6,6,6,0,70,7,60,1,2,0,0,0,15,1,0,4,10,0,11
"E33020393","E01008933","E02001931",2011,352,38,6,0,6,32,13,4,12,3,68,45,22,2,20,1,8,15,65,19,41,2,3,112,18,18,0,94,94,0,15,7,8,8,0,31,7,14,1,7,0,1,1,19,2,0,5,12,0,4
"E33020393","E01008934","E02001931",2011,352,38,6,0,6,32,13,4,12,3,68,45,22,2,20,1,8,15,65,19,41,2,3,112,18,18,0,94,94,0,15,7,8,8,0,31,7,14,1,7,0,1,1,19,2,0,5,12,0,4
"E33020394","E01008929","E02001932",2011,416,33,6,0,6,27,17,4,6,0,170,148,138,4,5,1,10,12,42,10,28,4,0,47,9,9,0,38,38,0,28,16,12,7,5,33,3,20,2,1,0,3,4,45,9,2,10,22,2,18
"E33020394","E01008930","E02001932",2011,416,33,6,0,6,27,17,4,6,0,170,148,138,4,5,1,10,12,42,10,28,4,0,47,9,9,0,38,38,0,28,16,12,7,5,33,3,20,2,1,0,3,4,45,9,2,10,22,2,18
"E33020394","E01033629","E02001932",2011,416,33,6,0,6,27,17,4,6,0,170,148,138,4,5,1,10,12,42,10,28,4,0,47,9,9,0,38,38,0,28,16,12,7,5,33,3,20,2,1,0,3,4,45,9,2,10,22,2,18
"E33020395","E01033629","E02001932",2011,716,231,11,0,11,220,200,8,12,0,148,101,89,4,7,1,34,13,81,53,22,6,0,68,8,8,0,60,59,1,27,15,12,12,0,68,12,38,2,2,1,11,2,43,5,2,6,30,0,50
"E33020396","E01009495","E02001932",2011,333,30,1,0,1,29,16,9,3,1,97,73,62,0,11,0,8,16,60,19,32,6,3,54,7,6,1,47,47,0,15,9,6,5,1,52,8,36,3,2,1,1,1,20,8,2,5,5,0,5
"E33020396","E01008929","E02001932",2011,333,30,1,0,1,29,16,9,3,1,97,73,62,0,11,0,8,16,60,19,32,6,3,54,7,6,1,47,47,0,15,9,6,5,1,52,8,36,3,2,1,1,1,20,8,2,5,5,0,5
"E33020397","E01008966","E02001933",2011,333,34,6,0,6,28,9,3,11,5,63,44,18,7,17,2,15,4,26,16,2,4,4,78,19,19,0,59,58,1,39,14,25,24,1,44,6,24,7,3,0,4,0,38,5,1,7,24,1,11
"E33020397","E01008953","E02001933",2011,333,34,6,0,6,28,9,3,11,5,63,44,18,7,17,2,15,4,26,16,2,4,4,78,19,19,0,59,58,1,39,14,25,24,1,44,6,24,7,3,0,4,0,38,5,1,7,24,1,11
"E33020398","E01008964","E02001933",2011,366,26,3,0,3,23,15,6,1,1,194,171,157,3,9,2,5,18,38,23,10,4,1,34,6,6,0,28,28,0,14,7,7,6,1,31,0,18,6,4,0,2,1,21,1,1,6,12,1,8
"E33020398","E01008963","E02001933",2011,366,26,3,0,3,23,15,6,1,1,194,171,157,3,9,2,5,18,38,23,10,4,1,34,6,6,0,28,28,0,14,7,7,6,1,31,0,18,6,4,0,2,1,21,1,1,6,12,1,8
"E33020399","E01008963","E02001933",2011,439,47,11,0,11,36,16,4,12,4,79,49,30,6,9,4,25,5,26,17,5,2,2,72,7,7,0,65,65,0,44,31,13,13,0,108,21,67,5,1,0,13,1,39,6,3,11,17,2,24
"E33020399","E01008965","E02001933",2011,439,47,11,0,11,36,16,4,12,4,79,49,30,6,9,4,25,5,26,17,5,2,2,72,7,7,0,65,65,0,44,31,13,13,0,108,21,67,5,1,0,13,1,39,6,3,11,17,2,24
"E33020399","E01008964","E02001933",2011,439,47,11,0,11,36,16,4,12,4,79,49,30,6,9,4,25,5,26,17,5,2,2,72,7,7,0,65,65,0,44,31,13,13,0,108,21,67,5,1,0,13,1,39,6,3,11,17,2,24
"E33020400","E01008953","E02001933",2011,737,63,23,0,23,40,21,16,2,1,262,214,192,11,8,3,31,17,122,92,16,7,7,82,24,24,0,58,57,1,38,18,20,19,1,106,7,75,6,12,0,4,2,55,1,8,10,36,0,9
"E33020400","E01008965","E02001933",2011,737,63,23,0,23,40,21,16,2,1,262,214,192,11,8,3,31,17,122,92,16,7,7,82,24,24,0,58,57,1,38,18,20,19,1,106,7,75,6,12,0,4,2,55,1,8,10,36,0,9
"E33020401","E01009035","E02001934",2011,904,122,23,0,23,99,43,25,25,6,166,92,49,9,28,6,60,14,88,59,19,8,2,185,47,47,0,138,138,0,55,34,21,18,3,146,54,56,5,18,0,9,4,88,21,7,38,22,0,54
"E33020401","E01009032","E02001934",2011,904,122,23,0,23,99,43,25,25,6,166,92,49,9,28,6,60,14,88,59,19,8,2,185,47,47,0,138,138,0,55,34,21,18,3,146,54,56,5,18,0,9,4,88,21,7,38,22,0,54
"E33020402","E01009034","E02001934",2011,629,70,9,0,9,61,18,23,15,5,124,70,38,9,16,7,38,16,70,43,23,3,1,138,37,37,0,101,101,0,38,25,13,13,0,96,38,42,1,3,1,9,2,65,19,11,18,16,1,28
"E33020402","E01009036","E02001934",2011,629,70,9,0,9,61,18,23,15,5,124,70,38,9,16,7,38,16,70,43,23,3,1,138,37,37,0,101,101,0,38,25,13,13,0,96,38,42,1,3,1,9,2,65,19,11,18,16,1,28
"E33020403","E01009506","E02001935",2011,328,40,3,0,3,37,17,8,9,3,72,57,34,5,17,1,11,4,33,16,9,5,3,74,7,7,0,67,67,0,17,9,8,8,0,52,13,18,14,6,0,1,0,29,7,1,10,9,2,11
"E33020403","E01009494","E02001935",2011,328,40,3,0,3,37,17,8,9,3,72,57,34,5,17,1,11,4,33,16,9,5,3,74,7,7,0,67,67,0,17,9,8,8,0,52,13,18,14,6,0,1,0,29,7,1,10,9,2,11
"E33020403","E01009496","E02001935",2011,328,40,3,0,3,37,17,8,9,3,72,57,34,5,17,1,11,4,33,16,9,5,3,74,7,7,0,67,67,0,17,9,8,8,0,52,13,18,14,6,0,1,0,29,7,1,10,9,2,11
"E33020404","E01009496","E02001935",2011,414,31,3,0,3,28,7,18,2,1,109,89,76,1,11,1,3,17,89,14,66,5,4,47,8,8,0,39,37,2,25,15,10,10,0,61,7,35,2,1,0,2,14,45,24,3,2,16,0,7
"E33020404","E01009497","E02001935",2011,414,31,3,0,3,28,7,18,2,1,109,89,76,1,11,1,3,17,89,14,66,5,4,47,8,8,0,39,37,2,25,15,10,10,0,61,7,35,2,1,0,2,14,45,24,3,2,16,0,7
"E33020405","E01009504","E02001935",2011,255,28,4,0,4,24,9,6,9,0,61,43,26,3,14,0,8,10,25,10,11,2,2,43,8,8,0,35,34,1,13,11,2,2,0,45,5,35,1,1,0,2,1,30,7,3,0,20,0,10
"E33020406","E01009497","E02001935",2011,577,25,4,0,4,21,13,3,4,1,172,107,100,2,3,2,42,23,105,74,27,3,1,38,15,15,0,23,23,0,46,34,12,11,1,115,20,87,2,0,0,5,1,61,37,0,6,18,0,15
"E33020407","E01008967","E02001936",2011,345,31,11,0,11,20,10,6,3,1,69,39,26,5,4,4,19,11,39,25,9,2,3,76,18,18,0,58,56,2,41,10,31,31,0,25,2,9,3,10,0,0,1,55,0,9,37,9,0,9
"E33020407","E01008970","E02001936",2011,345,31,11,0,11,20,10,6,3,1,69,39,26,5,4,4,19,11,39,25,9,2,3,76,18,18,0,58,56,2,41,10,31,31,0,25,2,9,3,10,0,0,1,55,0,9,37,9,0,9
"E33020408","E01008981","E02001936",2011,422,42,8,0,8,34,11,7,15,1,103,50,35,3,12,0,39,14,59,43,12,4,0,52,10,10,0,42,42,0,14,12,2,2,0,101,42,42,0,4,0,13,0,26,7,1,9,8,1,25
"E33020408","E01008967","E02001936",2011,422,42,8,0,8,34,11,7,15,1,103,50,35,3,12,0,39,14,59,43,12,4,0,52,10,10,0,42,42,0,14,12,2,2,0,101,42,42,0,4,0,13,0,26,7,1,9,8,1,25
"E33020409","E01008981","E02001936",2011,363,35,3,0,3,32,18,7,3,4,117,90,74,3,12,1,18,9,50,20,29,1,0,59,7,7,0,52,51,1,14,9,5,5,0,43,14,21,0,0,0,1,7,31,19,0,6,6,0,14
"E33020409","E01008967","E02001936",2011,363,35,3,0,3,32,18,7,3,4,117,90,74,3,12,1,18,9,50,20,29,1,0,59,7,7,0,52,51,1,14,9,5,5,0,43,14,21,0,0,0,1,7,31,19,0,6,6,0,14
"E33020409","E01008968","E02001936",2011,363,35,3,0,3,32,18,7,3,4,117,90,74,3,12,1,18,9,50,20,29,1,0,59,7,7,0,52,51,1,14,9,5,5,0,43,14,21,0,0,0,1,7,31,19,0,6,6,0,14
"E33020410","E01008968","E02001936",2011,394,46,4,0,4,42,21,8,13,0,80,52,18,8,23,3,23,5,39,30,4,3,2,58,12,12,0,46,46,0,19,14,5,5,0,102,2,92,1,3,0,4,0,37,11,1,6,19,0,13
"E33020411","E01008935","E02001937",2011,330,26,0,0,0,26,10,7,9,0,49,33,20,3,9,1,14,2,43,21,10,9,3,89,18,18,0,71,69,2,23,13,10,10,0,44,9,23,2,5,0,5,0,44,1,0,19,24,0,12
"E33020411","E01008939","E02001937",2011,330,26,0,0,0,26,10,7,9,0,49,33,20,3,9,1,14,2,43,21,10,9,3,89,18,18,0,71,69,2,23,13,10,10,0,44,9,23,2,5,0,5,0,44,1,0,19,24,0,12
"E33020411","E01008938","E02001937",2011,330,26,0,0,0,26,10,7,9,0,49,33,20,3,9,1,14,2,43,21,10,9,3,89,18,18,0,71,69,2,23,13,10,10,0,44,9,23,2,5,0,5,0,44,1,0,19,24,0,12
