"wz11cd","lsoa11cd","msoa11cd","date","Industry: All categories: Industry; measures: Value","Industry: A Agriculture, forestry and fishing; measures: Value","Industry: B Mining and quarrying; measures: Value","Industry: C Manufacturing; measures: Value","Industry: C10-12 Manufacturing: Food, beverages and tobacco; measures: Value","Industry: C13-15 Manufacturing: Textiles, wearing apparel and leather and related products; measures: Value","Industry: C16,17 Manufacturing: Wood, paper and paper products; measures: Value","Industry: C19-22 Manufacturing: Chemicals, chemical products, rubber and plastic; measures: Value","Industry: C23-25 Manufacturing: Low tech; measures: Value","Industry: C26-30 Manufacturing: High tech; measures: Value","Industry: C18, 31, 32 Manufacturing: Other; measures: Value","Industry: D Electricity, gas, steam and air conditioning supply; measures: Value","Industry: E Water supply, sewerage, waste management and remediation activities; measures: Value","Industry: F Construction; measures: Value","Industry: G Wholesale and retail trade; repair of motor vehicles and motor cycles; measures: Value","Industry: H Transport and storage; measures: Value","Industry: I Accommodation and food service activities; measures: Value","Industry: J Information and communication; measures: Value","Industry: K Financial and insurance activities; measures: Value","Industry: L Real estate activities; measures: Value","Industry: M Professional, scientific and technical activities; measures: Value","Industry: N Administrative and support service activities; measures: Value","Industry: O Public administration and defence; compulsory social security; measures: Value","Industry: P Education; measures: Value","Industry: Q Human health and social work activities; measures: Value","Industry: R,S Arts, entertainment and recreation; other service activities; measures: Value","Industry: T Activities of households as employers; undifferentiated goods - and services - producing activities of households for own use; measures: Value","Industry: U Activities of extraterritorial organisations and bodies; measures: Value"
"E33020038","E01009229","E02001843",2011,648,0,0,9,1,0,0,2,1,3,2,2,3,42,130,19,24,7,16,0,41,18,42,17,225,53,0,0
"E33020039","E01009226","E02001843",2011,317,0,0,8,0,2,0,0,1,3,2,0,1,19,14,8,11,5,13,2,5,9,11,127,57,27,0,0
"E33020040","E01009462","E02001844",2011,487,0,0,25,3,1,0,3,1,2,15,1,1,17,169,9,66,5,32,3,24,12,2,14,61,46,0,0
"E33020041","E01009003","E02001844",2011,465,0,0,12,0,0,0,1,4,0,7,0,0,31,64,106,56,3,0,12,19,39,5,18,75,25,0,0
"E33020042","E01009003","E02001844",2011,493,0,0,11,0,1,0,0,3,3,4,1,0,23,15,10,33,8,1,6,6,9,5,217,138,10,0,0
"E33020043","E01009458","E02001844",2011,284,0,0,13,2,3,0,0,1,5,2,0,0,35,27,8,14,7,8,2,33,9,7,26,78,17,0,0
"E33020043","E01009460","E02001844",2011,284,0,0,13,2,3,0,0,1,5,2,0,0,35,27,8,14,7,8,2,33,9,7,26,78,17,0,0
"E33020044","E01009456","E02001844",2011,344,0,0,27,2,0,1,1,7,12,4,0,0,60,12,14,12,35,11,3,24,18,8,39,65,15,1,0
"E33020044","E01009458","E02001844",2011,344,0,0,27,2,0,1,1,7,12,4,0,0,60,12,14,12,35,11,3,24,18,8,39,65,15,1,0
"E33020044","E01009460","E02001844",2011,344,0,0,27,2,0,1,1,7,12,4,0,0,60,12,14,12,35,11,3,24,18,8,39,65,15,1,0
"E33020045","E01009001","E02001844",2011,475,0,0,17,1,1,0,2,4,4,5,2,1,50,77,12,19,5,3,27,23,14,10,25,152,37,1,0
"E33020045","E01009460","E02001844",2011,475,0,0,17,1,1,0,2,4,4,5,2,1,50,77,12,19,5,3,27,23,14,10,25,152,37,1,0
"E33020046","E01009462","E02001844",2011,306,1,0,20,1,2,2,3,6,0,6,2,0,58,29,5,4,6,9,3,18,8,5,73,39,26,0,0
"E33020047","E01009236","E02001845",2011,304,0,1,12,0,0,0,0,2,6,4,1,1,70,50,14,15,7,8,3,9,20,8,12,54,19,0,0
"E33020047","E01009234","E02001845",2011,304,0,1,12,0,0,0,0,2,6,4,1,1,70,50,14,15,7,8,3,9,20,8,12,54,19,0,0
"E33020047","E01009244","E02001845",2011,304,0,1,12,0,0,0,0,2,6,4,1,1,70,50,14,15,7,8,3,9,20,8,12,54,19,0,0
"E33020048","E01009244","E02001845",2011,695,0,0,19,3,0,0,3,5,3,5,1,1,41,15,12,29,5,4,0,15,27,13,471,22,20,0,0
"E33020048","E01009248","E02001845",2011,695,0,0,19,3,0,0,3,5,3,5,1,1,41,15,12,29,5,4,0,15,27,13,471,22,20,0,0
"E33020049","E01009234","E02001845",2011,347,1,0,27,0,0,1,2,5,11,8,1,10,53,28,57,13,7,13,3,19,23,51,5,22,13,1,0
"E33020049","E01009248","E02001845",2011,347,1,0,27,0,0,1,2,5,11,8,1,10,53,28,57,13,7,13,3,19,23,51,5,22,13,1,0
"E33020049","E01009244","E02001845",2011,347,1,0,27,0,0,1,2,5,11,8,1,10,53,28,57,13,7,13,3,19,23,51,5,22,13,1,0
"E33020050","E01009405","E02001846",2011,297,0,0,15,0,1,0,4,3,4,3,0,3,27,50,18,21,7,12,11,16,21,3,19,55,18,1,0
"E33020050","E01009406","E02001846",2011,297,0,0,15,0,1,0,4,3,4,3,0,3,27,50,18,21,7,12,11,16,21,3,19,55,18,1,0
"E33020051","E01009407","E02001846",2011,358,0,0,20,2,0,1,5,4,3,5,1,0,66,27,38,16,10,1,0,8,16,9,36,102,8,0,0
"E33020051","E01009405","E02001846",2011,358,0,0,20,2,0,1,5,4,3,5,1,0,66,27,38,16,10,1,0,8,16,9,36,102,8,0,0
"E33020052","E01009403","E02001846",2011,387,0,0,23,4,0,0,5,5,4,5,2,3,61,36,22,25,8,3,7,5,28,4,92,49,18,1,0
"E33020052","E01009406","E02001846",2011,387,0,0,23,4,0,0,5,5,4,5,2,3,61,36,22,25,8,3,7,5,28,4,92,49,18,1,0
"E33020052","E01009404","E02001846",2011,387,0,0,23,4,0,0,5,5,4,5,2,3,61,36,22,25,8,3,7,5,28,4,92,49,18,1,0
"E33020053","E01009439","E02001847",2011,301,0,0,20,0,0,0,6,5,5,4,0,3,26,35,5,113,14,7,5,17,11,9,10,11,15,0,0
"E33020053","E01009442","E02001847",2011,301,0,0,20,0,0,0,6,5,5,4,0,3,26,35,5,113,14,7,5,17,11,9,10,11,15,0,0
"E33020054","E01009441","E02001847",2011,340,0,0,20,0,0,0,3,6,7,4,3,9,82,55,46,28,5,12,1,15,20,6,21,8,9,0,0
"E33020055","E01009443","E02001847",2011,579,0,0,134,0,0,2,8,77,24,23,1,1,78,136,92,8,28,10,4,19,23,6,9,14,16,0,0
"E33020055","E01009442","E02001847",2011,579,0,0,134,0,0,2,8,77,24,23,1,1,78,136,92,8,28,10,4,19,23,6,9,14,16,0,0
"E33020056","E01009123","E02001848",2011,449,0,0,4,0,0,0,1,2,0,1,0,1,14,8,5,17,3,2,0,3,15,13,321,39,4,0,0
"E33020057","E01009124","E02001848",2011,303,0,0,18,1,0,0,1,4,5,7,0,0,31,29,12,20,3,6,5,10,17,6,66,66,12,2,0
"E33020057","E01009125","E02001848",2011,303,0,0,18,1,0,0,1,4,5,7,0,0,31,29,12,20,3,6,5,10,17,6,66,66,12,2,0
"E33020057","E01009123","E02001848",2011,303,0,0,18,1,0,0,1,4,5,7,0,0,31,29,12,20,3,6,5,10,17,6,66,66,12,2,0
"E33020058","E01009232","E02001848",2011,549,1,0,57,2,1,0,8,11,27,8,0,0,40,55,12,9,6,6,1,16,11,10,68,244,13,0,0
"E33020059","E01033632","E02001849",2011,309,0,0,6,1,0,0,0,2,0,3,0,1,14,15,11,18,4,0,6,4,10,6,185,23,6,0,0
"E33020059","E01009007","E02001849",2011,309,0,0,6,1,0,0,0,2,0,3,0,1,14,15,11,18,4,0,6,4,10,6,185,23,6,0,0
"E33020060","E01009002","E02001849",2011,293,0,0,10,1,1,0,2,2,2,2,1,21,50,52,7,11,9,1,5,14,28,9,11,40,23,1,0
"E33020060","E01009006","E02001849",2011,293,0,0,10,1,1,0,2,2,2,2,1,21,50,52,7,11,9,1,5,14,28,9,11,40,23,1,0
"E33020060","E01009007","E02001849",2011,293,0,0,10,1,1,0,2,2,2,2,1,21,50,52,7,11,9,1,5,14,28,9,11,40,23,1,0
"E33020061","E01033632","E02001849",2011,335,0,0,12,1,0,0,0,0,7,4,0,2,31,132,8,10,9,5,2,6,8,2,16,74,18,0,0
"E33020062","E01009007","E02001849",2011,335,0,0,31,8,1,6,2,1,9,4,0,2,59,47,52,25,6,7,6,12,13,11,13,42,9,0,0
"E33020062","E01009006","E02001849",2011,335,0,0,31,8,1,6,2,1,9,4,0,2,59,47,52,25,6,7,6,12,13,11,13,42,9,0,0
"E33020063","E01009237","E02001850",2011,339,1,0,71,1,0,0,1,9,52,8,1,0,13,41,16,10,8,1,4,22,10,4,107,18,12,0,0
"E33020063","E01009240","E02001850",2011,339,1,0,71,1,0,0,1,9,52,8,1,0,13,41,16,10,8,1,4,22,10,4,107,18,12,0,0
"E33020064","E01009237","E02001850",2011,320,0,0,12,1,1,0,0,4,2,4,1,2,25,44,15,14,5,2,14,21,18,9,11,77,50,0,0
"E33020064","E01009238","E02001850",2011,320,0,0,12,1,1,0,0,4,2,4,1,2,25,44,15,14,5,2,14,21,18,9,11,77,50,0,0
"E33020065","E01009238","E02001850",2011,647,0,0,22,0,0,0,3,11,3,5,2,17,44,105,158,15,12,7,2,31,35,103,30,36,28,0,0
"E33020065","E01009241","E02001850",2011,647,0,0,22,0,0,0,3,11,3,5,2,17,44,105,158,15,12,7,2,31,35,103,30,36,28,0,0
"E33020065","E01009240","E02001850",2011,647,0,0,22,0,0,0,3,11,3,5,2,17,44,105,158,15,12,7,2,31,35,103,30,36,28,0,0
"E33020066","E01009242","E02001850",2011,483,1,0,23,1,0,1,2,4,5,10,1,33,44,55,14,33,10,12,3,9,10,187,13,25,10,0,0
"E33020066","E01009241","E02001850",2011,483,1,0,23,1,0,1,2,4,5,10,1,33,44,55,14,33,10,12,3,9,10,187,13,25,10,0,0
"E33020067","E01009100","E02001851",2011,449,0,0,14,1,0,0,1,3,5,4,0,1,52,44,8,34,11,4,1,26,23,29,63,120,19,0,0
"E33020067","E01009098","E02001851",2011,449,0,0,14,1,0,0,1,3,5,4,0,1,52,44,8,34,11,4,1,26,23,29,63,120,19,0,0
"E33020067","E01009105","E02001851",2011,449,0,0,14,1,0,0,1,3,5,4,0,1,52,44,8,34,11,4,1,26,23,29,63,120,19,0,0
"E33020068","E01009005","E02001851",2011,362,0,0,24,3,0,1,6,4,7,3,2,2,77,32,13,16,11,11,3,13,13,9,26,103,6,1,0
"E33020068","E01009009","E02001851",2011,362,0,0,24,3,0,1,6,4,7,3,2,2,77,32,13,16,11,11,3,13,13,9,26,103,6,1,0
"E33020068","E01009100","E02001851",2011,362,0,0,24,3,0,1,6,4,7,3,2,2,77,32,13,16,11,11,3,13,13,9,26,103,6,1,0
"E33020069","E01009105","E02001851",2011,495,0,0,126,0,0,3,42,22,13,46,2,2,31,113,42,13,10,5,2,12,38,37,38,15,9,0,0
"E33020070","E01009100","E02001851",2011,452,1,0,73,0,0,0,24,16,13,20,1,6,32,91,9,23,42,16,1,13,13,6,21,67,37,0,0
"E33020070","E01009098","E02001851",2011,452,1,0,73,0,0,0,24,16,13,20,1,6,32,91,9,23,42,16,1,13,13,6,21,67,37,0,0
"E33020071","E01009409","E02001852",2011,293,0,0,11,0,0,0,0,4,5,2,0,0,36,22,13,13,8,3,7,8,15,17,51,79,9,1,0
"E33020071","E01009408","E02001852",2011,293,0,0,11,0,0,0,0,4,5,2,0,0,36,22,13,13,8,3,7,8,15,17,51,79,9,1,0
"E33020072","E01009408","E02001852",2011,386,0,0,14,0,0,0,0,2,11,1,2,0,11,33,7,9,8,1,2,3,6,10,51,216,13,0,0
"E33020072","E01009410","E02001852",2011,386,0,0,14,0,0,0,0,2,11,1,2,0,11,33,7,9,8,1,2,3,6,10,51,216,13,0,0
"E33020073","E01009410","E02001852",2011,777,0,0,8,0,0,0,2,5,1,0,1,2,567,15,6,15,6,2,7,26,35,9,36,37,4,1,0
"E33020074","E01009410","E02001852",2011,463,1,0,14,3,1,0,1,1,5,3,2,3,62,86,47,38,8,5,1,27,19,7,27,59,57,0,0
"E33020074","E01009408","E02001852",2011,463,1,0,14,3,1,0,1,1,5,3,2,3,62,86,47,38,8,5,1,27,19,7,27,59,57,0,0
"E33020074","E01009126","E02001852",2011,463,1,0,14,3,1,0,1,1,5,3,2,3,62,86,47,38,8,5,1,27,19,7,27,59,57,0,0
"E33020075","E01009011","E02001854",2011,309,0,0,21,1,2,0,1,5,5,7,0,1,32,57,13,39,9,5,6,22,18,8,32,20,26,0,0
"E33020076","E01009008","E02001854",2011,310,0,0,11,0,0,1,0,6,0,4,0,1,43,24,10,13,5,7,3,8,13,4,14,141,12,1,0
"E33020076","E01009012","E02001854",2011,310,0,0,11,0,0,1,0,6,0,4,0,1,43,24,10,13,5,7,3,8,13,4,14,141,12,1,0
"E33020076","E01009011","E02001854",2011,310,0,0,11,0,0,1,0,6,0,4,0,1,43,24,10,13,5,7,3,8,13,4,14,141,12,1,0
"E33020077","E01009104","E02001854",2011,575,0,0,20,3,0,0,1,5,8,3,0,3,39,58,16,13,6,2,3,13,19,16,42,309,16,0,0
"E33020077","E01009102","E02001854",2011,575,0,0,20,3,0,0,1,5,8,3,0,3,39,58,16,13,6,2,3,13,19,16,42,309,16,0,0
"E33020078","E01009012","E02001854",2011,269,0,0,15,0,1,0,3,2,6,3,1,1,38,32,14,6,4,3,1,7,12,2,110,13,10,0,0
"E33020078","E01009102","E02001854",2011,269,0,0,15,0,1,0,3,2,6,3,1,1,38,32,14,6,4,3,1,7,12,2,110,13,10,0,0
"E33020079","E01009099","E02001855",2011,366,1,0,11,0,1,1,1,1,5,2,0,2,13,19,1,14,3,1,83,6,16,60,51,46,38,1,0
"E33020079","E01009097","E02001855",2011,366,1,0,11,0,1,1,1,1,5,2,0,2,13,19,1,14,3,1,83,6,16,60,51,46,38,1,0
"E33020080","E01009096","E02001855",2011,261,0,0,33,0,0,1,3,21,4,4,1,0,29,30,9,19,3,4,0,1,19,3,89,15,6,0,0
"E33020081","E01009103","E02001855",2011,380,1,0,10,0,0,0,1,2,7,0,1,1,28,22,13,10,1,2,5,7,15,23,70,165,6,0,0
"E33020081","E01009097","E02001855",2011,380,1,0,10,0,0,0,1,2,7,0,1,1,28,22,13,10,1,2,5,7,15,23,70,165,6,0,0
"E33020082","E01009106","E02001855",2011,929,0,0,72,1,1,4,11,11,16,28,5,2,85,344,58,32,8,2,4,25,38,22,129,82,19,2,0
"E33020082","E01009097","E02001855",2011,929,0,0,72,1,1,4,11,11,16,28,5,2,85,344,58,32,8,2,4,25,38,22,129,82,19,2,0
"E33020083","E01009101","E02001855",2011,675,0,0,13,0,2,1,0,2,3,5,3,4,24,407,12,22,1,4,2,4,32,6,20,108,13,0,0
"E33020083","E01009099","E02001855",2011,675,0,0,13,0,2,1,0,2,3,5,3,4,24,407,12,22,1,4,2,4,32,6,20,108,13,0,0
"E33020084","E01009411","E02001856",2011,675,3,0,113,2,2,1,6,51,19,32,2,9,124,202,50,17,6,2,4,6,41,5,48,19,24,0,0
"E33020084","E01009414","E02001856",2011,675,3,0,113,2,2,1,6,51,19,32,2,9,124,202,50,17,6,2,4,6,41,5,48,19,24,0,0
"E33020084","E01008915","E02001856",2011,675,3,0,113,2,2,1,6,51,19,32,2,9,124,202,50,17,6,2,4,6,41,5,48,19,24,0,0
"E33020085","E01009413","E02001856",2011,282,0,0,6,0,0,0,0,2,2,2,0,1,35,63,19,11,6,2,2,12,31,5,26,42,21,0,0
"E33020085","E01009412","E02001856",2011,282,0,0,6,0,0,0,0,2,2,2,0,1,35,63,19,11,6,2,2,12,31,5,26,42,21,0,0
"E33020085","E01009414","E02001856",2011,282,0,0,6,0,0,0,0,2,2,2,0,1,35,63,19,11,6,2,2,12,31,5,26,42,21,0,0
"E33020086","E01008915","E02001856",2011,567,0,0,310,6,4,4,11,55,196,34,1,1,25,81,19,20,4,0,1,16,19,2,45,9,14,0,0
"E33020087","E01009414","E02001856",2011,450,0,0,10,1,1,0,4,1,1,2,2,1,39,57,73,47,12,1,3,9,33,8,96,46,13,0,0
"E33020087","E01009413","E02001856",2011,450,0,0,10,1,1,0,4,1,1,2,2,1,39,57,73,47,12,1,3,9,33,8,96,46,13,0,0
"E33020088","E01008999","E02001857",2011,246,0,0,5,2,1,0,1,0,0,1,0,0,17,17,13,5,5,5,2,9,5,0,12,143,8,0,0
"E33020088","E01009000","E02001857",2011,246,0,0,5,2,1,0,1,0,0,1,0,0,17,17,13,5,5,5,2,9,5,0,12,143,8,0,0
"E33020089","E01033646","E02001857",2011,307,0,0,14,1,0,0,3,6,1,3,1,0,17,37,13,13,5,1,0,7,19,6,13,151,9,1,0
"E33020089","E01009000","E02001857",2011,307,0,0,14,1,0,0,3,6,1,3,1,0,17,37,13,13,5,1,0,7,19,6,13,151,9,1,0
"E33020090","E01033646","E02001857",2011,403,0,0,10,0,1,0,3,2,2,2,0,0,17,33,12,10,6,0,6,4,13,28,127,118,18,0,1
"E33020091","E01008998","E02001857",2011,395,0,0,15,0,1,0,3,4,6,1,0,1,18,38,16,13,2,4,10,3,13,8,221,22,10,0,1
"E33020092","E01009000","E02001857",2011,320,0,0,9,1,1,0,1,3,2,1,2,0,32,31,15,5,5,4,2,10,18,38,34,97,18,0,0
"E33020092","E01008999","E02001857",2011,320,0,0,9,1,1,0,1,3,2,1,2,0,32,31,15,5,5,4,2,10,18,38,34,97,18,0,0
"E33020092","E01009400","E02001857",2011,320,0,0,9,1,1,0,1,3,2,1,2,0,32,31,15,5,5,4,2,10,18,38,34,97,18,0,0
"E33020093","E01009013","E02001857",2011,290,0,0,9,0,0,2,0,2,4,1,0,0,31,20,7,10,5,0,2,11,14,2,112,54,13,0,0
"E33020094","E01033630","E02001857",2011,369,0,0,7,1,0,0,3,1,0,2,0,3,10,13,11,10,4,3,12,11,12,14,48,202,9,0,0
"E33020095","E01009013","E02001857",2011,570,0,0,20,0,2,0,3,5,6,4,0,0,117,172,7,29,6,35,8,14,29,21,14,77,20,1,0
"E33020096","E01009401","E02001857",2011,501,1,0,64,1,2,0,4,27,7,23,1,1,163,51,61,9,6,2,4,34,19,9,12,51,13,0,0
"E33020097","E01009056","E02001858",2011,273,1,0,12,1,2,0,0,2,3,4,0,2,16,30,13,4,6,6,4,11,11,10,100,35,12,0,0
"E33020098","E01009263","E02001858",2011,307,0,0,15,0,1,1,3,4,4,2,3,0,23,19,27,16,8,3,6,14,20,16,82,45,10,0,0
"E33020098","E01009049","E02001858",2011,307,0,0,15,0,1,1,3,4,4,2,3,0,23,19,27,16,8,3,6,14,20,16,82,45,10,0,0
"E33020099","E01009264","E02001858",2011,402,1,0,24,4,5,0,1,6,3,5,2,1,21,81,19,24,11,7,11,23,29,38,21,57,32,0,0
"E33020099","E01009265","E02001858",2011,402,1,0,24,4,5,0,1,6,3,5,2,1,21,81,19,24,11,7,11,23,29,38,21,57,32,0,0
"E33020100","E01009263","E02001858",2011,352,0,0,9,4,1,0,0,0,3,1,0,1,15,27,10,4,4,4,5,25,6,4,60,161,17,0,0
"E33020100","E01009265","E02001858",2011,352,0,0,9,4,1,0,0,0,3,1,0,1,15,27,10,4,4,4,5,25,6,4,60,161,17,0,0
"E33020101","E01009058","E02001859",2011,326,0,0,11,1,2,0,0,2,3,3,1,0,9,57,10,27,10,3,2,7,8,11,116,48,6,0,0
"E33020101","E01009054","E02001859",2011,326,0,0,11,1,2,0,0,2,3,3,1,0,9,57,10,27,10,3,2,7,8,11,116,48,6,0,0
"E33020101","E01009061","E02001859",2011,326,0,0,11,1,2,0,0,2,3,3,1,0,9,57,10,27,10,3,2,7,8,11,116,48,6,0,0
"E33020102","E01009054","E02001859",2011,499,1,0,83,2,1,0,50,3,17,10,2,0,13,46,23,21,4,5,5,13,19,78,158,19,9,0,0
"E33020102","E01009058","E02001859",2011,499,1,0,83,2,1,0,50,3,17,10,2,0,13,46,23,21,4,5,5,13,19,78,158,19,9,0,0
"E33020102","E01009051","E02001859",2011,499,1,0,83,2,1,0,50,3,17,10,2,0,13,46,23,21,4,5,5,13,19,78,158,19,9,0,0
"E33020103","E01009058","E02001859",2011,486,0,0,30,3,0,0,1,18,4,4,2,2,17,251,30,21,4,8,3,27,36,5,11,29,10,0,0
"E33020103","E01009053","E02001859",2011,486,0,0,30,3,0,0,1,18,4,4,2,2,17,251,30,21,4,8,3,27,36,5,11,29,10,0,0
"E33020104","E01009239","E02001859",2011,412,0,0,158,0,1,1,7,112,15,22,1,2,31,116,8,7,3,12,1,1,4,44,6,9,9,0,0
"E33020105","E01009051","E02001859",2011,393,0,0,6,3,0,0,1,2,0,0,2,0,27,85,23,23,3,23,30,29,23,17,37,37,28,0,0
"E33020105","E01009054","E02001859",2011,393,0,0,6,3,0,0,1,2,0,0,2,0,27,85,23,23,3,23,30,29,23,17,37,37,28,0,0
"E33020106","E01009273","E02001860",2011,331,4,0,30,20,3,0,1,3,0,3,4,0,34,66,36,25,15,1,2,15,23,5,16,30,24,0,1
"E33020106","E01009271","E02001860",2011,331,4,0,30,20,3,0,1,3,0,3,4,0,34,66,36,25,15,1,2,15,23,5,16,30,24,0,1
"E33020106","E01009269","E02001860",2011,331,4,0,30,20,3,0,1,3,0,3,4,0,34,66,36,25,15,1,2,15,23,5,16,30,24,0,1
"E33020106","E01009270","E02001860",2011,331,4,0,30,20,3,0,1,3,0,3,4,0,34,66,36,25,15,1,2,15,23,5,16,30,24,0,1
"E33020107","E01009266","E02001860",2011,418,3,0,22,2,10,0,0,3,3,4,1,3,39,76,14,29,7,4,28,14,23,7,80,39,29,0,0
"E33020107","E01009269","E02001860",2011,418,3,0,22,2,10,0,0,3,3,4,1,3,39,76,14,29,7,4,28,14,23,7,80,39,29,0,0
"E33020107","E01009271","E02001860",2011,418,3,0,22,2,10,0,0,3,3,4,1,3,39,76,14,29,7,4,28,14,23,7,80,39,29,0,0
"E33020108","E01009270","E02001860",2011,373,0,0,23,1,13,0,4,3,0,2,1,0,14,34,16,19,8,1,5,12,13,7,162,41,17,0,0
"E33020108","E01009266","E02001860",2011,373,0,0,23,1,13,0,4,3,0,2,1,0,14,34,16,19,8,1,5,12,13,7,162,41,17,0,0
"E33020109","E01009057","E02001861",2011,292,0,0,16,3,5,0,0,1,3,4,0,3,15,30,15,12,5,3,0,4,15,7,114,45,7,1,0
"E33020109","E01009059","E02001861",2011,292,0,0,16,3,5,0,0,1,3,4,0,3,15,30,15,12,5,3,0,4,15,7,114,45,7,1,0
"E33020110","E01033621","E02001861",2011,262,0,0,5,0,0,0,0,2,2,1,1,0,7,21,15,9,4,1,3,4,10,16,110,41,15,0,0
"E33020111","E01033621","E02001861",2011,258,0,0,24,1,2,0,3,1,1,16,0,0,15,20,9,8,8,51,3,23,5,8,60,18,6,0,0
"E33020112","E01009059","E02001861",2011,293,0,0,9,2,1,0,1,2,1,2,0,0,19,31,20,10,2,2,9,12,16,9,63,73,18,0,0
"E33020112","E01009060","E02001861",2011,293,0,0,9,2,1,0,1,2,1,2,0,0,19,31,20,10,2,2,9,12,16,9,63,73,18,0,0
"E33020113","E01009050","E02001861",2011,477,7,0,18,7,2,0,0,2,0,7,2,0,25,208,32,15,9,4,7,13,40,10,36,41,10,0,0
"E33020113","E01009057","E02001861",2011,477,7,0,18,7,2,0,0,2,0,7,2,0,25,208,32,15,9,4,7,13,40,10,36,41,10,0,0
"E33020114","E01009349","E02001862",2011,412,0,0,95,4,19,7,3,25,25,12,3,11,35,61,47,16,4,1,1,14,27,1,80,10,6,0,0
"E33020114","E01009351","E02001862",2011,412,0,0,95,4,19,7,3,25,25,12,3,11,35,61,47,16,4,1,1,14,27,1,80,10,6,0,0
"E33020115","E01009349","E02001862",2011,337,2,0,19,2,4,0,0,4,0,9,2,0,22,84,18,21,4,10,2,15,42,18,14,34,30,0,0
"E33020115","E01009351","E02001862",2011,337,2,0,19,2,4,0,0,4,0,9,2,0,22,84,18,21,4,10,2,15,42,18,14,34,30,0,0
"E33020115","E01009274","E02001862",2011,337,2,0,19,2,4,0,0,4,0,9,2,0,22,84,18,21,4,10,2,15,42,18,14,34,30,0,0
"E33020116","E01009274","E02001862",2011,297,0,0,10,0,1,0,2,1,2,4,0,0,12,45,27,16,2,3,0,28,11,2,119,12,9,1,0
"E33020117","E01009272","E02001862",2011,279,0,0,29,8,1,0,2,12,2,4,3,0,18,19,14,11,9,11,0,8,13,5,107,17,14,1,0
"E33020117","E01009268","E02001862",2011,279,0,0,29,8,1,0,2,12,2,4,3,0,18,19,14,11,9,11,0,8,13,5,107,17,14,1,0
"E33020118","E01009351","E02001862",2011,428,2,1,23,2,8,0,8,2,2,1,0,0,34,36,9,19,4,2,27,2,32,17,167,40,13,0,0
"E33020118","E01009354","E02001862",2011,428,2,1,23,2,8,0,8,2,2,1,0,0,34,36,9,19,4,2,27,2,32,17,167,40,13,0,0
"E33020119","E01009272","E02001862",2011,300,0,0,113,4,2,1,10,7,4,85,1,1,36,43,19,1,7,1,3,13,22,1,25,8,6,0,0
"E33020119","E01009274","E02001862",2011,300,0,0,113,4,2,1,10,7,4,85,1,1,36,43,19,1,7,1,3,13,22,1,25,8,6,0,0
"E33020120","E01008916","E02001863",2011,224,0,0,2,0,0,1,0,0,1,0,0,0,2,33,29,12,2,2,0,22,4,10,80,20,6,0,0
"E33020121","E01008901","E02001863",2011,220,0,0,4,0,0,0,1,2,1,0,0,0,2,15,8,7,0,1,2,1,1,30,42,100,7,0,0
"E33020122","E01033636","E02001863",2011,306,0,0,17,2,3,1,1,3,0,7,1,0,3,52,15,20,5,8,7,13,17,8,45,79,16,0,0
"E33020123","E01008899","E02001863",2011,427,0,0,39,2,0,0,0,22,10,5,0,0,7,37,11,10,3,4,0,5,9,260,7,7,28,0,0
"E33020123","E01008916","E02001863",2011,427,0,0,39,2,0,0,0,22,10,5,0,0,7,37,11,10,3,4,0,5,9,260,7,7,28,0,0
"E33020124","E01008901","E02001863",2011,312,0,0,5,0,3,0,0,1,0,1,0,0,4,50,24,26,4,3,0,16,9,75,52,22,21,1,0
"E33020124","E01033636","E02001863",2011,312,0,0,5,0,3,0,0,1,0,1,0,0,4,50,24,26,4,3,0,16,9,75,52,22,21,1,0
"E33020125","E01009081","E02001864",2011,613,0,0,34,4,1,2,4,4,10,9,3,0,45,66,25,24,8,7,15,15,37,25,217,83,9,0,0
"E33020125","E01009083","E02001864",2011,613,0,0,34,4,1,2,4,4,10,9,3,0,45,66,25,24,8,7,15,15,37,25,217,83,9,0,0
"E33020125","E01009080","E02001864",2011,613,0,0,34,4,1,2,4,4,10,9,3,0,45,66,25,24,8,7,15,15,37,25,217,83,9,0,0
"E33020125","E01009079","E02001864",2011,613,0,0,34,4,1,2,4,4,10,9,3,0,45,66,25,24,8,7,15,15,37,25,217,83,9,0,0
"E33020126","E01033635","E02001865",2011,396,0,0,40,3,21,0,1,3,5,7,2,1,60,56,18,19,6,4,1,10,26,6,105,31,10,1,0
"E33020127","E01009350","E02001865",2011,279,1,0,9,2,1,0,0,1,2,3,0,1,17,23,21,19,4,3,1,6,16,5,87,53,13,0,0
"E33020127","E01009275","E02001865",2011,279,1,0,9,2,1,0,0,1,2,3,0,1,17,23,21,19,4,3,1,6,16,5,87,53,13,0,0
"E33020128","E01009352","E02001865",2011,373,0,0,19,1,7,2,1,0,5,3,1,3,17,100,22,17,4,25,11,18,24,4,35,21,52,0,0
"E33020128","E01009353","E02001865",2011,373,0,0,19,1,7,2,1,0,5,3,1,3,17,100,22,17,4,25,11,18,24,4,35,21,52,0,0
"E33020129","E01009355","E02001865",2011,360,0,0,13,3,5,0,0,0,3,2,2,1,18,28,16,10,3,5,4,4,17,101,88,37,12,1,0
"E33020129","E01009352","E02001865",2011,360,0,0,13,3,5,0,0,0,3,2,2,1,18,28,16,10,3,5,4,4,17,101,88,37,12,1,0
